Fp2-Cz,Fp1-Cz,F8-Cz,F7-Cz,F4-Cz,F3-Cz,A2-Cz,A1-Cz,T4-Cz,T3-Cz,C4-Cz,C3-Cz,T6-Cz,T5-Cz,P4-Cz,P3-Cz,O2-Cz,O1-Cz,Fz-Cz,Cz-Cz,Pz-Cz
-19.60,-5.14,-12.13,9.51,-7.87,-1.12,-7.78,-5.85,-8.58,-1.84,-3.33,-3.09,-1.96,1.31,-2.36,-4.76,2.10,8.79,-3.28,0.00,-4.79
-20.39,-6.85,-12.81,7.48,-9.07,-2.04,-11.05,-3.60,-11.07,-2.67,-4.80,-3.92,-4.14,1.66,-3.56,-5.07,-0.01,8.40,-3.56,0.00,-5.52
-19.00,-7.01,-11.83,6.98,-8.53,-2.02,-12.93,-2.38,-12.50,-3.79,-5.28,-4.28,-5.85,1.14,-4.08,-5.60,-1.35,7.83,-3.11,0.00,-6.60
-17.28,-5.73,-10.44,7.68,-7.36,-0.91,-13.08,-4.19,-12.23,-5.60,-4.91,-4.72,-6.51,-1.08,-4.43,-6.72,-2.18,6.84,-2.35,0.00,-7.63
-16.90,-3.66,-8.57,9.69,-5.83,0.86,-11.84,-6.09,-10.04,-6.90,-3.95,-4.85,-5.42,-2.48,-3.41,-6.64,-1.61,6.67,-0.71,0.00,-7.28
-18.12,-2.98,-7.19,8.54,-4.75,0.63,-9.81,-9.71,-7.51,-9.46,-2.55,-5.91,-4.14,-4.18,-2.26,-7.29,-1.13,6.56,0.47,0.00,-7.35
-18.63,-2.44,-6.26,6.47,-3.78,-0.01,-7.62,-14.31,-5.94,-12.33,-1.53,-7.02,-2.99,-7.02,-1.49,-8.54,-0.80,6.08,1.50,0.00,-7.44
-19.25,-3.22,-6.51,4.20,-3.54,-1.09,-7.35,-17.31,-5.99,-15.89,-1.54,-8.29,-3.20,-9.49,-1.81,-10.14,-1.35,4.97,1.75,0.00,-7.96
-19.25,-5.23,-6.29,2.61,-3.40,-2.02,-6.33,-21.09,-5.42,-19.11,-1.57,-9.30,-2.38,-11.06,-1.37,-10.75,-0.78,4.28,1.55,0.00,-7.59
-17.97,-6.48,-5.21,0.94,-3.10,-2.94,-6.37,-26.26,-4.99,-21.96,-1.64,-10.02,-1.59,-11.78,-1.10,-10.82,-0.28,4.48,1.62,0.00,-7.01
-15.88,-6.39,-4.40,-0.04,-2.55,-2.82,-7.11,-29.19,-4.82,-23.28,-2.10,-9.98,-2.40,-12.03,-1.79,-10.28,-1.19,4.42,2.15,0.00,-6.29
-14.26,-6.32,-3.88,-0.64,-2.05,-2.26,-5.49,-27.17,-3.86,-23.54,-2.33,-9.49,-1.98,-11.18,-1.94,-9.36,-0.89,5.55,2.34,0.00,-5.47
-13.52,-6.24,-3.77,-1.15,-1.91,-2.10,-3.49,-22.02,-2.79,-22.81,-2.53,-8.81,-1.66,-10.27,-1.98,-8.66,0.01,6.25,2.54,0.00,-5.19
-14.26,-6.53,-4.22,-2.09,-1.82,-2.68,-3.43,-16.84,-2.50,-21.86,-2.94,-8.37,-2.51,-9.19,-2.11,-7.73,0.04,6.88,2.19,0.00,-4.94
-15.82,-6.44,-5.07,-3.06,-1.95,-3.31,-2.33,-11.83,-2.25,-21.01,-2.58,-7.55,-1.75,-6.90,-1.65,-6.55,1.32,9.12,1.07,0.00,-3.71
-16.01,-5.84,-4.17,-2.06,-1.87,-2.80,-2.06,-8.13,-2.08,-19.75,-1.61,-5.94,-0.48,-3.92,-0.84,-4.89,2.72,11.05,0.46,0.00,-1.78
-14.29,-5.20,-2.71,-0.78,-1.60,-2.07,-3.22,-5.19,-2.51,-17.96,-1.43,-4.46,-0.06,-1.57,-1.01,-3.42,3.50,12.50,0.69,0.00,-0.64
-12.48,-5.05,-1.75,-1.76,-1.16,-3.00,-5.65,-3.73,-3.39,-17.07,-2.05,-4.53,-0.61,-1.09,-1.62,-2.92,3.08,12.45,0.73,0.00,-0.89
-12.31,-5.44,-1.10,-3.72,-1.24,-3.94,-6.73,-3.12,-3.91,-16.31,-2.04,-4.51,-0.64,-0.49,-2.08,-2.90,2.95,12.99,0.74,0.00,-0.97
-14.02,-6.34,-0.81,-4.42,-1.36,-4.53,-7.03,-4.22,-3.62,-15.18,-2.01,-3.50,-0.37,0.72,-1.58,-2.91,3.69,14.20,0.12,0.00,-0.73
-16.68,-7.30,-1.52,-4.20,-1.78,-5.20,-7.02,-8.48,-3.94,-14.15,-2.50,-2.71,-0.19,1.68,-1.04,-2.09,5.33,15.32,-0.60,0.00,-0.31
-17.78,-7.57,-2.33,-2.77,-2.17,-5.13,-6.18,-15.50,-4.01,-13.59,-2.72,-2.34,-0.06,0.73,-1.10,-1.72,5.95,14.80,-0.81,0.00,-0.32
-17.53,-7.22,-2.18,-0.37,-2.13,-4.63,-4.34,-19.45,-3.44,-12.49,-2.41,-1.98,-0.09,-1.00,-1.73,-2.03,5.20,12.57,-0.19,0.00,-0.59
-17.21,-7.97,-2.33,0.51,-2.26,-4.08,-3.81,-18.38,-3.26,-10.73,-2.62,-2.07,-0.85,-1.92,-2.65,-2.54,3.81,10.19,-0.02,0.00,-1.15
-16.91,-8.02,-2.70,-0.53,-2.59,-3.16,-3.77,-13.96,-3.38,-8.98,-3.14,-2.01,-2.21,-1.07,-3.44,-2.70,2.80,9.34,-0.07,0.00,-1.57
-16.49,-7.55,-2.79,-1.80,-2.73,-2.80,-2.56,-8.56,-3.01,-7.49,-3.39,-2.24,-2.28,0.87,-3.73,-2.42,2.89,9.84,-0.32,0.00,-1.86
-16.52,-7.70,-2.73,-2.29,-2.85,-2.77,-0.42,-2.71,-1.84,-5.47,-3.00,-2.06,-0.81,3.40,-3.12,-1.82,4.17,11.78,-0.17,0.00,-1.36
-17.30,-8.56,-2.50,-1.55,-2.62,-2.24,1.98,1.87,0.31,-4.04,-2.89,-2.11,0.64,5.48,-2.47,-1.70,5.54,12.58,-0.20,0.00,-1.07
-17.41,-8.83,-1.99,-1.09,-2.20,-1.86,3.02,2.29,1.13,-3.94,-2.89,-2.74,1.00,4.62,-2.51,-2.54,5.08,11.08,-0.64,0.00,-1.91
-16.39,-8.13,-1.17,-0.86,-2.12,-1.89,2.92,-2.14,1.20,-5.54,-2.32,-3.69,1.28,1.23,-2.57,-4.16,4.40,8.86,-0.57,0.00,-3.20
-14.99,-7.55,0.29,-1.24,-1.19,-1.54,4.20,-8.92,2.21,-7.68,-0.99,-4.10,2.61,-1.28,-1.93,-5.18,5.01,7.64,-0.11,0.00,-4.00
-13.27,-5.86,1.23,-0.04,-0.05,-0.41,4.36,-9.58,2.87,-7.33,0.08,-3.19,2.46,-0.83,-1.62,-5.28,4.60,7.38,0.66,0.00,-3.83
-11.71,-5.10,1.26,1.09,0.32,0.32,3.65,-3.83,2.83,-5.47,0.58,-2.37,2.04,0.95,-1.68,-4.62,3.88,8.12,0.92,0.00,-3.17
-10.39,-4.42,1.07,1.59,0.60,0.78,2.91,-1.10,2.93,-4.69,0.52,-1.93,2.24,2.02,-1.55,-4.24,3.77,9.32,0.90,0.00,-2.81
-10.03,-2.41,1.29,2.74,0.57,1.90,2.36,-1.46,3.57,-4.58,0.70,-1.80,2.12,-0.27,-2.02,-5.13,2.93,7.63,1.38,0.00,-3.68
-10.42,0.13,1.68,4.17,-0.11,3.06,1.25,3.08,4.19,-2.74,1.02,-0.88,2.27,0.05,-2.13,-4.89,2.83,7.68,2.14,0.00,-3.75
-11.94,0.94,1.26,4.67,-0.35,3.53,-0.23,7.81,3.94,-0.74,1.15,0.63,2.71,1.59,-0.81,-3.76,4.11,9.03,2.47,0.00,-2.55
-13.03,-0.13,1.43,3.98,-0.00,2.96,-0.39,8.10,3.68,-0.79,1.56,0.95,3.62,2.16,0.99,-2.76,5.80,10.68,2.77,0.00,-1.32
-13.12,-1.80,1.79,3.70,0.37,2.35,-1.32,6.90,2.82,-1.03,1.48,0.48,3.19,2.04,1.70,-2.38,5.79,11.14,3.10,0.00,-1.07
-12.77,-3.90,1.36,2.53,0.50,1.36,-1.48,2.72,2.27,-1.85,1.49,-0.39,3.10,2.08,2.11,-1.76,5.27,11.88,3.25,0.00,-1.04
-13.01,-6.24,0.30,-0.52,0.02,-0.88,0.42,-7.23,2.79,-4.13,1.81,-1.40,4.68,2.13,3.11,-0.97,5.99,14.13,2.58,0.00,-0.14
-14.00,-8.26,-0.82,-3.45,-0.61,-3.71,1.51,-15.40,2.95,-6.93,2.06,-2.93,5.50,0.39,3.85,-1.28,6.56,14.58,1.75,0.00,-0.23
-15.40,-9.79,-2.86,-5.92,-1.59,-5.62,1.14,-18.42,1.61,-9.24,1.85,-4.25,5.45,-0.92,3.76,-1.97,7.43,14.12,0.95,0.00,-0.92
-16.92,-10.21,-4.82,-4.83,-2.31,-5.65,-0.83,-17.76,-0.29,-10.10,1.29,-4.58,4.18,-1.74,2.79,-2.78,6.90,12.84,0.93,0.00,-1.67
-18.31,-10.53,-5.75,-4.90,-2.70,-6.16,-2.41,-16.16,-1.00,-9.95,1.48,-5.38,4.00,-1.75,2.46,-3.73,6.57,12.81,0.41,0.00,-1.69
-19.06,-11.40,-6.75,-4.91,-3.39,-7.31,-4.01,-15.23,-2.43,-9.81,1.54,-6.73,3.36,-1.70,2.46,-4.43,6.30,13.11,0.01,0.00,-1.82
-18.58,-11.13,-7.25,-4.40,-3.27,-7.19,-5.14,-14.35,-3.71,-10.22,1.13,-7.55,1.92,-1.99,1.86,-5.10,4.86,12.56,-0.02,0.00,-1.80
-17.81,-10.42,-7.25,-2.55,-3.09,-5.90,-3.86,-13.61,-3.93,-11.05,0.62,-7.72,1.75,-2.57,1.60,-5.65,3.55,11.55,0.17,0.00,-1.83
-15.16,-7.69,-5.83,-0.57,-1.55,-3.43,-0.43,-10.52,-1.97,-10.39,1.32,-6.82,3.30,-2.46,2.40,-5.34,4.27,11.65,1.67,0.00,-1.40
-12.45,-5.49,-4.90,-0.96,-0.02,-2.37,1.34,-6.88,-0.09,-9.46,2.28,-5.94,4.87,-2.12,3.28,-4.83,6.11,12.77,3.21,0.00,-0.93
-12.32,-4.57,-4.61,-0.13,0.39,-1.85,0.96,-3.66,0.49,-8.45,2.39,-5.18,5.68,-1.23,3.62,-4.42,7.46,13.55,3.88,0.00,-0.56
-14.44,-4.43,-4.68,2.51,-0.02,-0.96,1.38,-0.51,0.69,-6.67,2.17,-4.32,5.88,0.40,3.57,-2.82,8.15,14.58,4.19,0.00,-0.33
-16.37,-3.90,-4.25,4.72,-0.19,0.30,2.72,2.08,1.06,-4.60,1.55,-3.55,6.14,1.46,3.11,-1.88,8.64,15.31,4.15,0.00,-0.32
-14.85,-0.94,-2.25,6.77,0.99,2.58,3.54,2.95,1.55,-3.48,1.60,-2.80,6.43,1.56,3.00,-1.67,8.92,15.19,5.10,0.00,-0.45
-11.17,2.06,-0.29,8.90,2.73,5.16,3.24,2.97,1.57,-2.81,1.88,-2.12,6.18,1.81,2.98,-1.51,8.64,14.66,6.41,0.00,-0.17
-9.21,2.98,0.31,9.87,3.00,6.69,1.43,1.22,0.34,-3.33,1.58,-1.50,4.82,1.27,2.57,-1.38,7.18,14.27,6.69,0.00,-0.39
-10.00,0.96,-1.29,8.98,1.69,5.90,0.56,-4.71,-0.61,-5.03,0.94,-1.45,3.66,-0.65,1.82,-1.66,5.73,13.10,5.77,0.00,-1.08
-10.99,-0.40,-3.06,8.34,0.32,4.94,0.19,-11.62,-2.14,-6.82,-0.05,-0.89,2.46,-2.68,0.94,-2.45,4.75,11.88,4.85,0.00,-1.72
-11.40,0.06,-4.34,9.16,-0.55,5.04,-1.08,-15.56,-4.23,-7.85,-1.28,-0.19,0.80,-4.17,-0.18,-2.94,3.49,10.70,4.78,0.00,-2.14
-11.57,1.55,-5.22,11.05,-1.06,5.67,-7.93,-15.30,-7.65,-7.72,-3.47,0.27,-2.60,-4.80,-1.88,-3.14,1.66,9.54,4.77,0.00,-3.10
-11.40,1.71,-4.49,10.57,-1.02,5.18,-15.09,-12.09,-9.27,-8.46,-4.59,0.40,-5.40,-4.58,-3.15,-3.36,0.24,9.13,4.44,0.00,-3.84
-11.85,0.48,-4.37,8.36,-1.24,4.06,-20.32,-10.70,-10.41,-10.51,-5.24,-0.02,-7.99,-5.77,-4.44,-4.29,-1.57,7.72,3.71,0.00,-4.39
-13.00,-1.21,-6.67,6.02,-2.27,2.68,-20.29,-11.64,-13.08,-13.12,-6.59,-0.77,-10.25,-7.74,-6.28,-5.69,-3.11,5.93,2.87,0.00,-4.65
-14.03,-2.40,-8.07,4.08,-2.70,2.05,-16.27,-12.11,-14.49,-15.14,-6.38,-1.56,-10.20,-9.50,-6.81,-6.59,-2.92,4.91,2.36,0.00,-4.73
-16.64,-5.07,-9.04,1.84,-3.02,0.77,-12.48,-10.89,-14.37,-16.82,-5.86,-2.23,-9.00,-9.77,-6.56,-7.12,-2.15,5.00,1.44,0.00,-4.90
-18.48,-7.85,-9.19,-0.93,-3.14,-0.41,-9.61,-8.41,-12.93,-17.99,-5.91,-3.05,-7.89,-9.84,-5.99,-7.50,-1.71,4.90,0.48,0.00,-4.94
-18.72,-8.53,-9.26,-0.99,-3.53,-0.33,-7.60,-5.49,-11.72,-18.16,-6.07,-3.34,-6.97,-8.90,-6.04,-7.25,-1.49,5.33,-0.33,0.00,-4.88
-18.18,-8.26,-10.36,-0.52,-4.24,-0.13,-7.24,-4.18,-11.96,-18.35,-6.98,-3.75,-7.34,-8.13,-6.81,-6.93,-2.17,5.75,-0.92,0.00,-5.12
-18.11,-7.30,-10.98,-0.98,-4.67,-0.07,-6.91,-2.38,-11.80,-18.00,-7.50,-4.15,-7.21,-7.69,-7.19,-6.56,-1.93,6.61,-0.87,0.00,-4.99
-18.60,-6.76,-10.62,-0.69,-4.77,0.18,-6.14,0.27,-11.45,-15.98,-7.67,-4.07,-6.18,-5.58,-6.74,-5.24,-0.73,8.75,-0.19,0.00,-3.94
-18.32,-5.91,-10.02,0.82,-4.32,1.26,-6.69,2.01,-11.83,-13.78,-7.84,-3.50,-6.10,-4.03,-6.95,-4.35,-0.93,8.75,0.93,0.00,-3.72
-16.98,-4.40,-9.08,3.31,-3.10,2.68,-9.28,3.64,-12.46,-10.96,-8.19,-2.59,-7.19,-2.86,-7.65,-4.16,-1.61,8.55,2.05,0.00,-3.87
-15.37,-2.45,-8.29,6.29,-2.40,4.46,-10.97,7.56,-12.25,-7.83,-7.89,-1.37,-7.29,-0.68,-7.69,-3.74,-1.61,8.97,3.57,0.00,-3.37
-13.64,-0.57,-6.74,10.12,-1.11,6.60,-10.75,12.38,-10.75,-4.67,-7.01,0.16,-6.56,1.80,-7.14,-2.95,-0.77,10.74,5.02,0.00,-3.01
-11.65,0.82,-4.80,12.28,0.23,7.61,-10.06,13.85,-8.80,-3.07,-6.13,0.08,-6.13,2.56,-6.94,-2.75,-0.53,11.22,5.88,0.00,-3.06
-10.29,0.95,-3.01,11.90,0.95,7.49,-8.33,11.77,-6.99,-2.95,-5.28,-0.49,-4.81,2.81,-6.40,-2.85,-0.02,11.10,6.31,0.00,-3.42
-9.66,0.56,-1.87,11.18,1.48,7.04,-6.61,11.82,-5.92,-1.82,-4.60,-0.18,-3.56,4.73,-5.13,-2.56,1.38,12.66,6.20,0.00,-3.50
-8.24,0.90,-0.14,10.85,2.86,6.20,-5.24,8.93,-4.29,-1.55,-2.99,-0.34,-2.82,3.51,-3.32,-3.10,2.00,12.12,6.23,0.00,-3.72
-6.75,1.13,1.73,11.76,3.98,5.21,-4.30,2.07,-2.36,-2.42,-1.61,-0.88,-1.85,0.75,-1.90,-3.68,2.68,10.66,6.06,0.00,-3.88
-6.09,1.15,1.40,14.12,3.66,4.74,-5.58,-7.07,-2.23,-4.15,-1.46,-1.57,-2.79,-1.22,-2.33,-4.06,1.61,9.60,5.66,0.00,-4.08
-6.12,0.36,0.20,12.64,2.73,3.33,-6.32,-12.76,-2.75,-4.91,-1.20,-1.87,-3.14,-1.70,-2.49,-4.07,0.85,9.48,4.88,0.00,-3.41
-7.85,-0.83,-0.81,9.01,1.35,1.84,-5.64,-13.60,-2.48,-4.74,-0.73,-1.32,-2.87,-1.12,-2.05,-3.77,0.87,9.91,3.59,0.00,-2.40
-11.74,-3.10,-1.85,6.16,-0.43,0.44,-3.71,-13.17,-1.67,-4.22,-0.62,-1.02,-2.23,-1.05,-1.08,-3.61,1.35,10.53,1.73,0.00,-1.58
-14.95,-4.99,-3.45,4.38,-2.45,-0.47,-3.71,-12.24,-2.36,-4.47,-1.74,-1.16,-2.91,-1.04,-1.58,-3.77,0.68,10.17,-0.47,0.00,-1.71
-15.78,-5.59,-4.95,3.36,-4.25,-1.17,-4.40,-8.74,-3.55,-4.87,-2.23,-1.55,-3.32,-0.38,-2.45,-3.75,0.03,10.29,-1.47,0.00,-1.53
-14.65,-4.62,-4.48,3.29,-4.63,-1.01,-5.42,-5.44,-4.05,-5.85,-2.12,-2.08,-3.86,-1.24,-3.50,-4.51,-0.62,8.98,-1.42,0.00,-1.45
-14.55,-5.48,-4.22,2.29,-5.02,-1.52,-5.99,-3.69,-4.01,-6.66,-2.04,-3.17,-3.98,-2.04,-3.63,-5.45,-1.42,7.79,-1.65,0.00,-1.92
-16.21,-7.72,-4.11,0.41,-5.33,-2.60,-4.40,-3.34,-2.59,-7.29,-1.71,-4.34,-3.08,-2.44,-2.94,-5.90,-1.57,7.34,-2.10,0.00,-2.32
-17.54,-9.74,-3.55,-1.19,-5.19,-3.67,-0.77,-2.59,-0.34,-7.44,-0.75,-4.60,-0.73,-2.57,-1.44,-5.37,-0.29,8.05,-3.00,0.00,-1.77
-17.18,-9.79,-2.69,-1.33,-4.92,-3.82,1.10,-1.68,0.42,-6.74,0.45,-4.54,1.28,-1.83,0.06,-4.21,0.65,9.02,-3.65,0.00,-1.24
-16.23,-9.64,-2.73,-0.98,-5.12,-4.20,0.99,-0.38,0.05,-5.72,0.89,-4.85,2.01,-0.57,0.54,-3.44,1.06,9.46,-4.05,0.00,-2.08
-14.85,-9.73,-2.58,-1.18,-4.70,-4.63,1.83,-0.59,0.71,-6.20,1.05,-5.95,2.92,-0.45,0.58,-4.11,1.80,9.29,-4.55,0.00,-3.00
-14.28,-9.24,-2.74,0.01,-4.58,-4.09,2.93,-2.16,1.70,-6.02,1.08,-6.92,3.61,0.28,0.71,-4.81,2.47,9.85,-4.06,0.00,-2.70
-13.73,-7.90,-2.53,1.06,-3.82,-3.09,5.48,-1.56,3.27,-5.51,1.73,-7.49,5.72,1.72,1.81,-5.22,3.88,10.75,-3.17,0.00,-1.86
-12.49,-6.94,-1.18,1.74,-2.22,-1.83,9.10,0.21,5.17,-4.56,2.92,-7.29,8.04,3.41,3.54,-4.67,6.24,12.35,-2.53,0.00,-0.22
-11.92,-6.44,-0.49,1.75,-1.25,-1.52,9.02,0.61,4.95,-4.75,3.18,-6.96,8.10,4.35,3.96,-3.17,6.79,14.34,-2.10,0.00,0.74
-12.33,-7.47,-1.43,0.89,-1.35,-1.64,6.43,-3.35,3.11,-6.97,1.93,-6.49,6.23,5.59,3.18,-0.24,5.63,15.22,-2.32,0.00,1.21
-13.29,-8.67,-3.09,1.03,-2.28,-1.56,5.26,-10.39,1.77,-8.83,1.25,-5.14,4.88,6.37,2.83,3.56,4.62,16.18,-3.18,0.00,2.08
-12.95,-9.09,-3.32,-0.54,-2.16,-2.30,7.06,-10.69,2.18,-7.90,2.00,-4.41,6.34,7.33,4.17,4.78,6.64,18.79,-3.49,0.00,3.42
-11.91,-7.21,-2.45,-0.87,-1.39,-2.54,9.27,-6.07,3.40,-6.23,3.09,-4.94,8.44,5.18,5.31,1.90,8.53,17.97,-3.15,0.00,4.04
-12.71,-5.07,-2.54,0.03,-1.68,-1.92,10.75,-0.62,3.69,-4.60,3.54,-4.02,9.32,3.83,5.75,0.12,9.24,16.57,-2.98,0.00,4.47
-14.63,-5.34,-3.65,1.21,-2.59,-2.05,10.58,3.77,3.30,-4.69,3.31,-2.70,9.16,3.79,5.79,-0.36,9.19,16.11,-3.46,0.00,4.30
-16.74,-7.68,-5.27,1.73,-4.39,-2.71,9.85,4.12,2.34,-5.56,2.31,-1.72,8.66,4.20,5.68,-0.11,8.87,16.81,-4.27,0.00,4.06
-19.11,-10.51,-7.91,0.49,-6.79,-3.55,8.71,1.67,0.52,-7.74,0.68,-1.29,8.21,4.49,5.20,-0.35,8.95,17.81,-5.43,0.00,3.70
-20.89,-11.55,-10.06,0.38,-9.05,-3.98,6.79,-0.88,-1.67,-9.28,-1.20,-1.42,6.74,3.16,4.05,-1.65,8.00,16.92,-6.00,0.00,3.04
-22.64,-11.93,-12.14,-0.72,-11.02,-4.34,4.59,-2.47,-3.60,-9.51,-2.53,-1.84,4.87,1.81,2.73,-2.59,6.21,15.61,-6.53,0.00,2.68
-22.70,-11.66,-13.13,-2.46,-11.94,-4.06,2.22,-1.73,-5.01,-9.33,-3.07,-2.22,3.29,1.76,1.43,-2.92,4.91,14.92,-6.44,0.00,2.46
-21.84,-10.72,-13.23,-3.21,-11.88,-3.76,1.80,1.54,-5.52,-8.63,-3.67,-1.72,2.92,2.91,0.95,-2.33,4.74,15.01,-5.86,0.00,2.37
-20.62,-9.32,-12.99,-2.62,-11.33,-2.87,1.51,6.59,-5.73,-7.22,-4.56,-0.22,2.40,4.55,0.62,-0.86,5.08,15.86,-5.13,0.00,2.22
-20.17,-8.78,-12.95,-1.92,-11.02,-2.39,1.95,8.06,-5.61,-6.93,-5.26,0.49,2.03,4.68,-0.00,-0.07,4.96,16.10,-4.29,0.00,1.70
-21.23,-9.73,-13.76,-2.73,-11.74,-2.97,3.64,6.19,-5.13,-7.65,-5.95,0.20,2.14,3.13,-0.63,-0.54,4.16,14.78,-4.46,0.00,0.69
-22.46,-10.82,-13.95,-3.53,-12.34,-3.33,6.69,0.35,-3.93,-8.71,-5.75,-0.32,3.33,2.25,-0.36,-0.75,4.30,14.13,-4.63,0.00,0.16
-22.15,-11.00,-13.07,-3.56,-12.10,-2.77,10.25,-5.94,-2.33,-8.67,-5.26,-0.33,5.93,2.06,0.46,-0.48,5.39,14.59,-4.34,0.00,0.49
-20.85,-9.97,-11.94,-2.48,-11.52,-2.58,11.64,-10.38,-1.57,-8.27,-5.38,-0.73,6.85,1.15,0.01,-1.14,5.35,14.09,-4.02,0.00,-0.10
-19.25,-8.81,-10.06,-0.59,-11.06,-2.38,13.27,-11.18,-0.58,-7.54,-5.79,-1.37,7.12,0.51,-0.71,-1.98,5.40,13.45,-4.13,0.00,-0.94
-17.63,-7.40,-8.36,2.05,-9.90,-1.51,13.74,-11.08,0.29,-6.87,-6.64,-1.38,7.11,-0.68,-0.60,-2.63,5.66,12.76,-3.66,0.00,-1.19
-16.57,-5.15,-6.92,5.70,-8.57,-0.02,13.44,-10.31,0.67,-6.17,-6.97,-1.07,6.37,-1.31,-0.13,-2.74,5.39,12.06,-2.88,0.00,-1.06
-16.18,-3.01,-6.03,5.66,-7.78,0.43,11.67,-7.27,0.78,-4.96,-6.99,-0.69,4.73,-0.24,-1.08,-2.30,3.81,11.31,-2.19,0.00,-1.36
-16.86,-3.24,-5.53,3.10,-8.28,-0.70,10.10,-2.88,0.27,-3.74,-6.89,-0.33,3.71,1.23,-2.20,-1.25,2.78,11.51,-2.46,0.00,-1.55
-16.91,-4.21,-5.12,3.16,-8.16,-0.31,9.13,-0.24,-0.71,-2.49,-6.59,0.16,3.53,1.48,-2.42,-0.77,2.52,10.95,-2.53,0.00,-1.42
-15.10,-4.76,-3.56,4.90,-6.55,1.01,9.09,0.15,-0.32,-1.65,-5.32,1.27,3.74,1.76,-1.28,-0.24,3.61,11.25,-2.11,0.00,-0.31
-13.09,-4.48,-1.82,6.14,-4.91,1.98,10.37,-1.24,1.01,-1.93,-3.87,2.04,5.00,2.35,-0.07,0.07,5.38,12.50,-1.67,0.00,1.10
-12.02,-2.82,-0.66,7.53,-4.31,2.37,10.85,-3.62,2.33,-2.65,-2.79,2.11,5.58,2.37,0.64,0.02,6.37,12.84,-0.95,0.00,1.68
-11.88,-0.80,-1.02,9.11,-4.04,3.08,11.19,-6.12,2.73,-3.07,-2.56,2.03,5.54,2.76,1.09,0.46,6.71,13.62,-0.60,0.00,2.10
-13.40,-1.04,-1.82,7.65,-4.33,3.35,11.94,-6.82,2.75,-3.96,-1.99,1.10,5.80,1.89,1.04,0.28,7.09,14.07,-1.46,0.00,2.14
-14.89,-2.11,-2.09,4.91,-4.80,3.11,13.71,-3.44,3.77,-4.57,-0.87,0.05,7.31,1.23,1.27,-0.35,7.56,14.72,-2.18,0.00,1.87
-14.14,-1.95,-1.44,6.95,-4.68,4.83,14.29,1.91,4.45,-3.92,0.23,0.64,8.37,1.32,1.59,-0.68,7.89,14.83,-1.51,0.00,1.26
-12.26,-0.02,-0.57,9.59,-3.26,6.68,14.12,4.31,4.71,-3.23,0.80,1.10,8.75,0.83,1.46,-1.05,7.96,14.13,0.04,0.00,0.71
-10.34,1.24,0.23,9.30,-1.48,6.62,13.89,0.55,5.10,-3.36,1.01,0.19,8.42,-0.29,1.66,-2.45,7.18,13.00,1.16,0.00,-0.18
-8.01,1.63,1.26,8.92,0.08,6.82,11.85,-7.52,5.02,-4.09,1.21,-0.38,7.57,-1.71,1.51,-3.82,5.87,11.71,2.04,0.00,-1.39
-7.65,0.98,0.72,9.09,-0.22,6.61,6.11,-12.09,2.71,-4.01,0.49,-0.51,5.44,-2.50,0.34,-4.59,4.62,10.76,1.55,0.00,-2.41
-8.69,0.45,0.17,9.24,-0.61,6.61,1.61,-13.24,0.97,-3.82,-0.14,-0.05,4.23,-3.10,-0.36,-4.68,4.00,10.34,1.13,0.00,-2.82
-10.27,-0.70,-0.39,8.18,-1.35,6.06,-1.08,-13.15,-0.01,-4.78,-0.69,-0.76,2.79,-4.07,-1.06,-5.45,3.34,9.51,0.95,0.00,-3.54
-10.92,-1.50,-0.21,6.91,-1.69,5.42,-1.32,-10.67,0.48,-5.04,-0.73,-1.63,2.42,-4.49,-0.62,-5.96,2.95,9.44,0.94,0.00,-3.68
-10.81,-1.08,-0.27,6.48,-2.29,4.73,-0.17,-8.41,1.15,-5.37,-0.55,-2.08,2.62,-4.19,-0.24,-6.74,2.49,9.19,1.10,0.00,-3.50
-11.00,-0.35,-0.49,6.34,-2.95,3.99,-0.84,-5.69,0.43,-5.18,-1.11,-2.41,2.11,-3.55,-0.66,-7.41,1.76,9.22,0.64,0.00,-3.92
-11.88,-1.16,-0.86,5.70,-3.33,2.93,-1.34,-3.25,-0.38,-4.63,-1.51,-2.82,2.20,-3.44,-1.21,-7.76,1.78,9.30,-0.30,0.00,-4.70
-11.57,-2.52,-0.77,4.67,-3.57,2.04,-1.54,-1.16,-0.74,-4.64,-1.84,-3.62,1.43,-3.68,-1.98,-8.48,0.49,8.01,-1.04,0.00,-5.66
-9.57,-2.75,-0.10,4.87,-3.08,2.12,-2.98,1.83,-0.79,-4.44,-1.58,-3.99,-0.06,-3.63,-2.84,-8.96,-1.26,6.99,-1.16,0.00,-6.37
-8.66,-3.38,-0.60,4.14,-2.97,1.71,-3.83,3.45,-0.59,-3.78,-1.26,-3.98,-0.64,-2.32,-3.18,-8.43,-1.94,7.15,-1.34,0.00,-6.37
-8.82,-3.62,-1.83,3.42,-3.17,0.57,-3.42,4.52,-1.08,-3.08,-1.39,-3.93,-0.81,-1.50,-3.34,-8.18,-2.16,7.01,-1.11,0.00,-6.67
-8.73,-3.66,-2.10,3.68,-2.67,-0.21,-2.34,2.98,-1.44,-2.72,-1.16,-4.01,-0.77,-2.14,-3.18,-8.40,-2.18,6.47,-0.22,0.00,-7.08
